#"+EI TIC Scan FA_1.D "
#Point,X(Minutes),Y(Counts)
714,6.039,0.0552665113102739
715,6.042,0.0464661114201029
716,6.046,0.0545624793190603
717,6.049,0.0760354550510775
718,6.052,0.0513943353585987
719,6.056,0.0376657115299319
720,6.059,0.0545624793190603
721,6.063,0.0274572476573335
722,6.066,0.0510423193629919
723,6.070,0.0292173276353677
724,6.073,0.0605467512443765
725,6.076,0.0668830391652997
726,6.080,0.0851878709368554
727,6.083,0.0334415195826498
728,6.087,0.0535064313322397
729,6.090,0.0499862713761713
730,6.094,0.0471701434113166
731,6.097,0.0725152950950091
732,6.100,0.0580826392751287
733,6.104,0.0696991671301544
734,6.107,0.0640669112004449
735,6.111,0.0957483508050606
736,6.114,0.117221326537078
737,6.118,0.108772942642514
738,6.121,0.168967677891283
739,6.124,0.188680573645266
740,6.128,0.15488703806701
741,6.131,0.181992269728736
742,6.135,0.165095501939608
743,6.138,0.124613662444821
744,6.142,0.116165278550257
745,6.145,0.0869479509148896
746,6.148,0.0851878709368554
747,6.152,0.0929322228402059
748,6.155,0.0538584473278466
749,6.159,0.0531544153366329
750,6.162,0.0672350551609065
751,6.166,0.0285132956441541
752,6.169,0.0348495835650772
753,6.172,0.0911721428621717
754,6.176,0.0510423193629919
755,6.179,0.0626588472180176
756,6.183,0.0686431191433339
757,6.186,0.0601947352487697
758,6.190,0.085891902928069
759,6.193,0.0577306232795218
760,6.196,0.059490703257556
761,6.200,0.0848358549412485
762,6.203,0.0707552151169749
763,6.207,0.039777807503573
764,6.210,0.0626588472180176
765,6.214,0.0675870711565134
766,6.217,0.0285132956441541
767,6.220,0.0563225592970945
768,6.224,0.0619548152268039
769,6.227,0.0510423193629919
770,6.231,0.0675870711565134
771,6.234,0.0556185273058808
772,6.238,0.0781475510247186
773,6.241,0.105604798682052
774,6.244,0.0989164947655221
775,6.248,0.0848358549412485
776,6.251,0.0880039989017101
777,6.255,0.0795556150071459
778,6.258,0.0644189271960518
779,6.262,0.0619548152268039
780,6.265,0.0323854715958293
781,6.268,0.0383697435211456
782,6.272,0.0355536155562909
783,6.275,0.0510423193629919
784,6.279,0.0450580474376756
785,6.282,0.0200649117495899
786,6.286,0.0454100634332824
787,6.289,0.0207689437408036
788,6.292,0.0499862713761713
789,6.296,0.0489302233893508
790,6.299,0.050690303367385
791,6.303,0.0190088637627694
792,6.306,0.057378607283915
793,6.310,0.0665310231696928
794,6.313,0.0471701434113166
795,6.316,0.059490703257556
796,6.320,0.048578207393744
797,6.323,0.0447060314420687
798,6.327,0.0457620794288892
799,6.330,0.0432979674596414
800,6.334,0.0489302233893508
801,6.337,0.0556185273058808
802,6.340,0.0390737755123593
803,6.344,0.0422419194728208
804,6.347,0.0454100634332824
805,6.351,0.0781475510247186
806,6.354,0.0323854715958293
807,6.358,0.0566745752927013
808,6.361,0.033089503587043
809,6.364,0.044001999450855
810,6.368,0.048578207393744
811,6.371,0.0369616795387182
812,6.375,0.0538584473278466
813,6.378,0.0654749751828723
814,6.382,0.0306253916177951
815,6.385,0.0447060314420687
816,6.388,0.0496342553805645
817,6.392,0.0464661114201029
818,6.395,0.059490703257556
819,6.399,0.0580826392751287
820,6.402,0.0376657115299319
821,6.406,0.0211209597364104
822,6.409,0.0267532156661199
823,6.412,0.0422419194728208
824,6.416,0.0478741754025303
825,6.419,0.0528023993410261
826,6.423,0.0475221594069234
827,6.426,0.0556185273058808
828,6.430,0.0436499834552482
